Letter ID,Full Text
ASCC 20692,"Es ist richtig, dass wir Ihnen vor vielen Jahren eine Zu sage gemacht haben, die „Gurrelieder“ in Amerika nur einer Gesell chaft zur Erstaufführung zu überlassen, die sich verpflichtet, das Werk von Ihnen selbst dirigieren zu lassen. Diese Zusage ist zu einer Zeit gemacht worden, in welcher die Verhältnisse sowohl in Europa als auch in Amerika grundverschieden von den jetzigen waren und in der ein derartiger wirtschaftlicher Umsturz gar nicht vorhersehbar war. Wir haben schon in den guten Zeiten wiederholte energische Versuche gemacht, Ihren Wunsch, die amerikanische Erst aufführung zu dirigieren, durchzusetzen. Es ist ja klar, dass eine derartige von Ihnen geleitete Aufführung auch in unserem Interesse gelegen wäre und dass wir daran, dass Sie nach Amerika kommen, um das Werk persönlich zu dirigieren, auch materiell in hervorragen der Weise mitinteressiert gewesen wären. Leider waren wir aber schon zur Zeit, als es in Amerika wirklich noch Mäzene und reiche Konzert unternehmungen gegeben hat, ganz ausserstande, die von Ihnen und uns gehegte Absichten zu verwirklichen. Als sich im Herbst 1929 der amerikanische Krach ereignete, war jede Hoffnung, unseren Plan durchzusetzen, vereitelt. Im Frühjahr 1930 hat Herr Direktor Hertzka persönlich in verschiedenen Städten in U.S.A. mit den zahlreichen Dirigenten, mit denen er zusammengekommen ist, mündliche Unterhandlun gen wegen einer etwaigen Aufführung der „Gurrelieder“ unter Ihrer Leitung geführt. Es wurde aber von allen, die für die Sache in Be tracht kommen konnten, eine derartige Möglichkeit als vollkommen ausgeschlossen bezeichnet. – Bei der neuerlichen Anwesenheit von Herrn Direktor Hertzka in New York und Philadelphia im Frühjahr 1931 lag die Situation noch hoffnungsloser, sodass es ihm zu voller Gewissheit wurde, dass eine Einhaltung Ihres Wunsches und seiner seinerzeitigen Zusage nicht nur für jetzt, sondern auch für lange Jahre hinaus etwas ganz Unerfüllbares geworden ist. So hat er sich entschliessen müssen, dem hervorragendsten amerikanischen Dirigen ten, Stokowsky der für eine amerikanische Erstaufführung prädestiniert er scheint (Wozzeck!), diese Erstaufführung zu übertragen. Die Nicht überlassung der „Gurrelieder“ an Stokowsky, der sich verpflichtet hat, sie in besonders glanzvoller Weise herauszubringen, wäre sowohl für Sie, als auch für den Verlag von grossem Nachteil gewesen. Aber auch dem Werke selbst hätte es in Bezug auf seine Wirkung in Amerika verhängnisvoll werden können, wenn dasselbe noch weitere Jahre oder Jahrzehnte dort dann nicht erklungen wäre, denn unserer Ansicht nach hätte man mit der U.S.A.-Aufführung gar nicht so lange warten sol len, wie dies schon geschehen war. Wir waren demnach nicht nur be rechtigt, sondern auch verpflichtet, die sich bietende Gelegenheit zu ergreifen und die amerikanische Erstaufführung diesem hervor ragenden Dirigenten zu überlassen. Wir bedauern selbst ausserordentlich, dass es durch die allgemeine Situation nicht möglich geworden ist, die Ihnen seiner zeit gegebene Zusage einzuhalten und hoffen, dass unsere Erklä rungen Sie überzeugen werden, dass uns irgend eine Verletzung Ihrer Rechte ferne gelegen ist. So unbestritten wie der fast , ist auch die Annahme, dass es unglaubwürdig ist, dass Sie sich nicht darüber fest zu 3 Punkten im klaren Gewissen sind: 1.) Dass alle die von Ihnen angeführten Umstände Ihnen nicht das Recht geben, ohne mich zu fragen über mein Recht hinweg zu gehen, wobei immerhin noch die Möglichkeit zu einer Lösung gefunden werden könnte, die alle Teile befriedigt2) 1. Wie immer die Verhältnisse und Ihre Meinung darüber auch gewesen sein mögen, so gab Ihnen das kein Recht über meine Ansprüche zu verfügen, ohne mich auch nur zu fragen. Sie erinnern sich an die seinerzeit zwischen uns getroffene Abmachung, wie hoch wir beide (sogar noch vor der Nachkriegsteuerung) die Abtretung meiner Rechte bewertet hatten. Ich halte es für unglaubwürdig, dass Sie gemeint haben, ich müsse ungefragt einer solchen Vergewaltigung zustimmen."
ASCC 20693,"Herr Kapellmeister Stein hat uns Ihre Wünsche be kanntgegeben, die Sie zum Ausgleich der zwischen uns schwebenden Differenzen an uns richten. Wir möchten darauf zunächst erwidern, dass wir eine vollständige materielle und moralische Klärung unserer Beziehungen aufs innigste wünschen. Jeder Einzelne unserer verantwortlichen Mitar beiter hegt für Ihr Werk die allergrösste Verehrung. Ausserdem ist es für uns als Verlag und auch für Sie als Autor gewiss höchst wichtig, dass sich in künftiger Zeit der Verkehr zwischen Ihnen und uns als dem Verlag, der seit mehr als 2 Jahrzehnten Ihr Hauptwerk verwaltet, rei bungslos und freundschaftlich vollzieht. Wir haben jeden einzelnen Ihrer 7 Punkte ge nau überlegt, mit Herrn Stein wiederholt durchgesprochen und waren bemüht, einen Weg zu finden, der Ihren Wünschen weitgehendst entgegenkommt und dabei auch für uns doch tragbar ist. Wenn dabei auch nicht alle Ihre Wünsche ganz im Sinne Ihres Briefes an Herrn Stein erledigt werden konn ten, so bitten wir zu bedenken, dass wir bei aller Wür digung Ihres Standpunktes die Rechte, die uns auf Grund der mit Ihnen abgeschlossenen Verträge zustehen, zu wahren verpflichtet sind, resp. für jede über unsere vertraglichen Verpflichtungen hinausgehende Leistung unserer Verwaltung Rechenschaft zu geben schuldig sind. Von diesen Voraussetzungen ausgehend, haben wir Ihre Wünsche unserer Verwaltung vorgelegt und übermitteln Ihnen im Folgenden das Resultat: ad 1) Wir sind bereit, von den Eingängen aus den bis her stattgehabten vier amerikanischen Aufführungen der Gurre-Lieder den von Ihnen gewünschten Betrag von Dollar 600.– an Sie zu entrichten, u.zw. Dollar 480.– sofort und bar in Mark und Dollar 120.– als Gutschrift auf Ihr Konto „Alte Werke“.     ad 2) Wir erklären uns mit Ihrem Wunsche einverstanden, dass die an uns verrechneten Eingänge aus den nordameri kanischen Plattenverkäufen der „Gurre-Lieder“ auf Grund der Belege Ihnen im Verhältnis 50 % für Sie und 50 % für uns verrechnet werden und werden Ihnen diese Anteile bar ausbezahlen. Die Beträge aus den übrigen Ländern verrechnet ja die Ammre direkt an Sie. Wir haben übrigens jetzt einige komplette Sätze der Platten erhalten und lassen Ihnen ein Exemplar mit gleicher Post zugehen. ad 3 u. 4) Ihre in diesen beiden Punkten niedergelegten Forderungen waren Gegenstand besonders eingehender Er wägungen. Wir konnten dabei die viele Jahre zurücklie genden Verhandlungen weniger als Grundlage einer Neu regelung nehmen, als die Verhältnisse, wie sie heute für uns vorliegen: nämlich einerseits unser Bestreben, Ihnen bei dieser grundlegenden Neuregelung materiell jede nur mögliche Besserung zu bieten, auf der anderen Seite die Grenze, die uns in der Auswirkung einer sol chen Verfügung in unseren eigenen Büchern und Bilanzen und durch die jetzige wirtschaftliche Situation absolut gezogen ist. Wir können folgenden Vorschlag als äussersten verantworten: Wir streichen von Ihrem Konto „Neue Werke“ einen Betrag von Dollar 1000.– Ausserdem erklären wir uns bereit, Ihnen beginnend mit der 1. Halbjahrsabrechnung 1932, ohne Rücksicht auf den jeweils noch offenen Debetsaldo von den jeweiligen Ab rechnungen Ihrer Konten (alte u. neue Werke) 1/3 bar auszubezahlen. ad 5) Es ist unser gemeinsames Interesse, möglichst bald und vorteilhaft fremdsprachige Uebersetzungen der „Harmonielehre“ veröffentlicht zu sehen. Was Sie in die ser Richtung unternehmen können, wird von uns sehr be grüsst werden. Wir sind daher gerne damit einverstanden, wenn Sie in dieser Hinsicht alle Ihnen geeignet erschei nenden Schritte unternehmen, nur müssen wir Sie bitten, uns einen diesbezüglichen Vertragsentwurf vor Abschluss einzusenden, was auch Ihnen schon aus verlagstechnischen Gründen erwünscht sein müsste. Bei allen diesen Verträgen wird wahrscheinlich die leihweise Ueberlassung der Noten klischees eine wichtige Rolle spielen und daher ist es unerlässlich, dass die Verträge im Einvernehmen mit uns geschlossen werden. Dabei können wir Ihnen heute schon die Versicherung geben, dass wir in keiner Hinsicht Schwierigkeiten zu machen die Absicht haben, zumal durch die Teilung der Einnahmen je zu Hälfte ein vollkommen identisches materielles Interesse vorliegt. ad 6) Dieser Punkt ist leider für uns unerfüllbar und entzieht sich zum Teil unserer Ingerenz. Sie denken offen bar an die Vervielfältigung durch Grammophonplatten. Wir sind schon infolge unserer Bindung mit der Ammre gar nicht in der Lage, bei Plattenaufnahmen in jedem Falle Einspruch zu erheben. Platten ernster moderner Musik werden trotz grosser Bemühungen unsererseits infolge der wirtschaft lichen Verhältnisse selten aufgenommen, weil die Grammo phon Firmen die Kosten für solche Platten, die sich schwer ab setzen lassen, scheuen. Doch geben wir Ihnen gerne die dezidierte Erklärung ab, dass wir uns bei sämtlichen den Grammophon Firmen dafür einsetzen werden, dass Sie als Dirigent herangezogen werden. Ausserdem werden wir stets wenn wir von geplanten Aufnahmen Ihrer Werke erfahren, Sie als Dirigenten vorschlagen. ad 7) Die Erfüllung dieses Punktes ist uns leider ganz unmöglich. Ihre Forderung, dass wir Druckkosten Ihrer Oper „Von heute auf morgen“, sowie die Kosten Ihres Prozesses mit Waldheim bezahlen, wurde von unserer Ver waltung rundweg abgeschlagen. Was wir in der Sache tun können, ist aber, dass wir bei Waldheim intervenieren und alles tun, was in unseren Kräften steht, um eine Herabsetzung des von Ihnen geforderten Betrages zu er möglichen. Wir haben übrigens sofort schon praktische Schritte in dieser Richtung getan und mit dem geschäfts führenden Verwaltungsrat von Waldheim Eberle Fühlung ge nommen, der uns an den Berliner Rechtsanwalt von Waldheim Eberle, Dr. Heymann verwies. Dies, verehrter Meister Schönberg, sind unsere Gegenvorschläge. Wir sind überzeugt, dass Sie aus die sem Schreiben unseren aufrichtigen Willen zu einer ein vernehmlichen Verständigung zu gelangen, erkennen und auch die weitgehenden positiven Vorteile, die wir Ihnen anbieten, anerkennen werden. Wir hoffen aufs Dringendste, dass nach diesen Jahren einer niemals ausgetragenen und ausgesprochenen Verstimmung unser Verhältnis definitiv geklärt und alle Differenzen und Missverständnisse be seitigt werden. P. S. Aus juristischen Gründen müssen wir noch die Erklärung abgeben, dass unsere heutigen Vorschläge für den Fall, dass eine richterliche Austragung unserer Meinungsverschiedenheiten wider Erwarten doch noch erfolgen würde, nicht präjudizierlich sind, sondern nur für den Fall eines aussergerichtlichen Abkommens uns binden."
ASCC 20700,"Ich kann es mir nicht versagen, Ihnen per sönlich ein paar Worte über die Aufführung der „Gurrelieder“ zu schreiben. Ich glaube, Sie hätten Ihre Freude daran gehabt. Es war alles von einer Lebendig keit, einer Leuchtkraft und einem hinreissenden Schwung, wie ich sie selten erlebt habe und ich kann Ihnen nicht sagen, welch tiefen Eindruck ich von dem Werk empfing. Und nicht nur ich. Unbeschreiblich waren der Jubel und die Be geisterung nach jeder Aufführung und noch Tage lang sprach jeder, dem man begegnete, von diesem grossen Erlebnis. Gerade in der jetzigen, alles eher als schönen Zeit tut es so wohl, einmal voll und ganz von einem Kunstwerk mitgerissen zu werden und ich danke Ihnen dafür von ganzem Herzen. Empfangen Sie gleichzeitig meine herzlichsten Wünsche für Weihnachten und das neue Jahr, die natürlich auch für Ihre Frau und die kleine Nuria gelten, die wohl inzwischen schon ein ganzer Mensch geworden ist."
ASCC 20701,"Wir bestätigen unser Telegramm: „Zürich Uraufführung Lulu November 1936 angesetzt Brief folgt“. Es ist uns gelungen, mit Zürich zu günstigen Bedingungen abzuschliessen. Wir halten es für Frau Berg schon aus psychischen Gründen für sehr wichtig, dass die Uraufführung so bald als möglich zu Stande kommt; aus materiellen Gründen ist es erst recht von grosser Bedeutung für sie. Wir glauben, dass Zürich als Ort der Uraufführung auch in künstlerischer Hinsicht eine gute Lösung ist, da die Bühne derzeit ein ausgezeichnetes Ensemble besitzt. Wir haben hier mit Herrn Direktor Schmidt-Bloss ausführlich alle Einzelheiten der Besetzung u.s.w. besprochen. Ausserdem wurde Herr Stein von ihm eingeladen, in den letzten 14 Tagen vor der Uraufführung den Proben beizuwohnen. Die Proben sollen im August beginnen. Wir haben uns verpflich tet, bis zu diesem Zeitpunkt das Material der ersten beiden Akte abzu liefern. Mit der Herstellung des Materials zum 3. Akt müssen wir aber spätestens Anfang August beginnen. Wir bitten Sie darum recht sehr, Ihre Arbeit so einzuteilen, dass wir am 1. August die Partitur in Händen haben. Eine Photographie des 1. Aktes geht heute an Sie ab. Der 2. Akt folgt in Kürze. Wir lassen die Sendung wieder durch unsere New Yorker Vertretung gehen, damit Sie nicht etwa beim Zollamt Schwierigkeiten mit der Auslösung haben. Wir hoffen jedenfalls, dass Sie Particell und Par titur des 3. Aktes unterdessen erhalten haben. Mit der Herstellung des Klavierauszuges beginnen wir in den nächsten Tagen. Den Auszug des 3. Aktes wird Herr Stein einstweilen nach dem Particell anfertigen. Wir bitten Sie freundlichst, uns dieses Schreiben baldigst zu bestätigen."
ASCC 20702,"Wir erlauben uns Ihnen hier einen Ausschnitt zu übermitteln, aus dem Sie die für den 6. Mai festgesetzte Aufführung der „Erwartung“ in Brüssel in französischer Sprache unter Leitung von Hermann Scherchen entnehmen wollen. An der Übersetzung, welche Herr Weterings in Brüssel macht, wird bereits gearbeitet. Wir freuen uns, dass die „Erwartung“ nun auch in den westlichen Ländern aufgeführt und hoffentlich von Brüssel aus auch weiter gebracht werden kann."
ASCC 20712,"Ihr Schreiben vom 20. Mai 1936 haben wir erhalten und bestätigen den Empfang Ihres Schecks im Betrage von USA Dollar 100.–, dessen Gegenwert wir Ihrem Herrn Sohn bereits auszahlten. Aus Ihrem Schreiben nehmen wir mit grosser Freude zur Kenntnis, dass es Ihnen, Ihrer lieben Frau und Ihrem Töchterchen gut geht und dass Sie mit der Zeit doch der, dabei so erfreulich junge, „Onkel aus Amerika“ werden. Sehr wichtig ist uns, was Sie uns über die Associated Music Publishers Inc. schreiben. Wir bitten Sie dringendst, uns Aufführungen Ihrer Werke, die Sie in unseren Abrechnungen vermissen, bekanntzugeben, damit wir bei der A.M.P. reklamieren können. Wir halten es für sehr unwahr scheinlich, dass eine Firma vom Range der Associated Music Publishers Inc., absichtlich Aufführungen, die sie vergibt und wofür sie die Einnahmen hat, uns und damit auch Ihnen, nicht verrechnet. Es ist nur schade, dass Sie uns nicht früher bezw. zur Zeit als Herr Dr. Kalmus in New-York war und wir ihn noch hätten verständigen können, Mitteilung zukommen liessen. Er hätte dann speziell über die Aufführungen Ihrer Werke genaue Informationen an Ort und Stelle einholen können. Herr Dr. Kalmus ist aber bereits seit Ende Mai in Europa, war also bei Abgang Ihres Briefes nicht mehr in New-York. Wenn Sie uns aber die Aufführungen bekanntgeben, werden wir von hier aus eine entsprechende Beschwerde an die A.M.P. richten. Wir halten es aber, wie schon vorhin gesagt, für sehr unwahr scheinlich, dass ein bewusstes Verschulden der A.M.P. vorliegt. Jedenfalls werden wir der Sache energisch nachgehen, wollen dies aber erst dann tun, bis wir verlässliche Unterlagen von Ihnen haben. Im übrigen nahmen wir zur Kenntnis, dass Sie einem dortigen Anwalt die Angelegenheit zur Klärung übergeben haben. Ihre neue Adresse nahmen wir in Vormerkung. Wir werden Ihnen gerne von Zeit zu Zeit Ausschnitte aus Zeitungen zusenden und Ihnen von Dingen, von denen wir an nehmen, dass Sie diese interessieren, Nachricht geben. Leider müssen wir gleich mit einer traurigen beginnen. Karl Kraus ist heute gestorben. Noch vor wenigen Wochen konnte ich einer Vorlesung „Aus eigenen Schriften“ beiwohnen. Er las das erste Mal nach langer Zeit eigene Werke, während fast alle Vorlesungen der letzten Jahre nur der Wiedergabe anderer Meister, insbeson dere Shakespeare, Nestroy und Offenbach, galten. Es war eine dringende Mahnung für den Frieden, ein flammender Protest gegen die Kriegshetzer und kurzsichtigen Egoisten. Wir wünschen innigst, dass Sie verehrter, lieber Meister Schoenberg, sich recht wohl fühlen mögen und würden uns freuen, von Ihnen bald wieder Nachrichten zu erhalten."
ASCC 20713,HAVE ASKED WITMARK FIVEHUNDRED YOU FIVEHUNDRED US ADVANCE SUPPOSINGYOUR AGREEMENT
ASCC 20714,"Ihr Schreiben vom 10. ds. haben wir soeben erhalten und beeilen uns Ihnen vor allem mitzu teilen, dass wir den Betrag von USA Dollar 100.–, den Sie uns für eine Zahlung an Ihren Herrn Sohn sandten, seinerzeit erhielten. Wir haben Ihnen auch den Empfang des Schecks nach Erhalt brieflich bestätigt. Der Betrag ist Ihrem Konto gutgeschrieben worden, jedoch erfolgte die Gutschrift erst im Juli nach Fertigstellung der Halb jahresabrechnung. Um Sie über die Einzahlungen und Auszahlungen, Ihren Herrn Sohn betreffend, genau zu in formieren, senden wir Ihnen umseitig eine Aufstellung. Auf Ihre Ausführungen über die Ihnen gutgebrachten Beträge und insbesondere über die Associated Music Publishers Inc. kommen wir in den allernächsten Tagen ausführlich zurück. Es lag uns nur daran, Ihnen den Empfang des Briefes sofort zu bestätigen. Auch wir fassen Ihren Brief keinesfalls als Kriegs erklärung auf und sind absolut dafür, dass Sie jenen Ertrag aus Ihren Werken haben, der Ihnen tatsächlich gebührt."
ASCC 20715,"Wir erhielten heute durch Frau Dr. Simon, hier, (im Auftrage von Frau Seeligmann) den Betrag von S 227.29, welchen wir Ihrem Konto gutbrachten. Gleichzeitig verständigen wir Sie, dass wir am 31. Oktober 1936 an Ihren Herrn Sohn den Betrag von S 265.– zur Auszahlung brachten."
ASCC 20716,"Wir haben uns mit den Ausführungen Ihres Briefes vom 10. v. M. in gründlichster Weise beschäftigt und alle unsere Aufzeichnungen, die damit zusammenhängen, genau nachgeprüft. Wir gehen die einzelnen Punkte im Folgenden durch: Verrechnungsmodus Ihrer Anteile an Leihgebühren und Kaufbeträgen: Unseres Erachtens ist die Textierung im Vertrage vollkommen eindeutig. Leihgebühren oder Kaufpreise von Orchestermaterialen sind die Beträge, die wir tatsächlich erhalten. Deutlich geht dies überdies aus dem Vertrage hervor, den wir im Jahre 1922 abgeschlossen haben, in dem es ausdrücklich heisst, dass die Materialtantiemen von den „effektiven Eingängen“ der Kauf- oder Leihpreise zu zahlen sind. Anders ist das bei den sogenannten Editionsausgaben, bei welchen die Autorenanteile vom Ladenpreis, also von dem Preis, den die letzte Hand bezahlt, berechnet werden. Wiewohl wir also unseren Standpunkt bezüglich der Verrechnung im Sinne des Vertrages für vollkommen richtig halten, wollen wir Ihre Ansicht in dieser Angelegenheit als Ihren Wunsch respektieren und sind bereit, diesem Wunsche zu entsprechen. Wir merken in unseren Verträgen vor, dass die Verrechnung von nun an, resp. rückwirkend ab 30. Juni 1936, in der Weise erfolgen soll, dass Ihre Tantieme bei Orchestermaterialen von jenem Betrag errechnet wird, welchen die letzte Hand, also der Veranstalter der Aufführung bezahlt. Wir möchten noch bemerken, dass ein Grossteil unserer die Orchestermateriale größtenteils von den Konzertveranstaltern direkt bezogen wird werden und daher von uns keine Vermittlungsprovisionen zu zahlen sind. Die Differenz zwischen dem früheren und dem neuen Verrechnungsmodus kann infolgedessen keine sehr grossen Beträge ergeben. Der Passus Ihres Briefes, in dem Sie schreiben, dass Sie einstellige Dollarbeträge für Aufführungen verrechnet erhielten, für welche dreistellige gezahlt wurden, ist uns allerdings vollkommen unverständlich. Es ist da unbedingt notwendig, dass Sie uns die betreffenden Fälle bekanntgeben, oder uns wenigstens einen einzigen Fall als Beispiel zu nennen. Wir sind überzeugt, dass hier ein Irrtum Ihrerseits vorliegt, den wir bestimmt werden aufklären können. Was Ihre Ausführ en ungen betrifft, wonach Sie von einer Reihe von Aufführungen, bei denen Sie anwesend waren, keine Verrechnung erhalten haben, kann es sich hier nur um Materiale handeln, die vor vielen Jahren nach Amerika verkauft wurden und die Ihnen seinerzeit auch als Verkäufe verrechnet worden sind. Wir bitten Sie, uns auch da die konkreten Fälle oder wenigstens einen Fall anzugeben, damit wir in der Lage sind, nachzuprüfen, ob unsere Annahme auf Richtigkeit beruht. Wir halten es aber für ganz ausgeschlossen, dass die A.M.P. Beträge für Leih- oder Kaufmateriale entgegengenommen hat, ohne dass sie uns, und darum damit auch Ihnen verrechnet worden wären. Auch wir wollen, dass allen allen Bedenken, die Sie haben, und allen Fällen, die in denen Ihnen nach Ihrer Meinung nicht oder unrichtig verrechnet worden sind ist , genauest nachgegangen werden soll. Wir halten es aber für ganz unwahrscheinlich, dass eine Gesellschaft vom Rang und der kapitalistischen Durchschlagskraft der AmP, selbst wenn es sich um grössere Beträge handel n würde, te, (was hier nicht der Fall ist) tatsächlich kaufmännische und moralische Unanständigkeiten begehen würde. Wir teilen gleichzeitig Ihre Beschwerden der AMP mit und werden Sie von der Antwort verständigen. Wir fürchten nur, dass es nicht leicht sein wird, zu einem Resultat zu kommen, wenn wir der AMP kein einziges konkretes Faktum angeben können. Was nun die Verrechnung aus Erträgnissen von Schallplatten der „Gurre-Lieder“ und der „Verklärten Nacht“ betrifft, haben wir Ihnen die letzte Abrechnung, welche den Zeitraum von September 1934 bis Juni 1935 betraf, in unserer Abrechnung vom 30. Juni 1936 übermittelt. Es waren dort 1614 Lizenzmarken Verklärte Nacht und 538 der Gurrelieder verrechnet. Das Erträgnis der einzelnen Schallplatte ist allerdings nur ganz minimal. Die Abrechnung über die Schallplatten für die Zeit vom 30. September 1935 bis 31. März 1936 ist uns im September 1936 zugekommen und Sie erhalten die Ihnen zukommende Tantieme hieführ in der Abrechnung per 31. XII. 1936 verrechnet. Die Rekordierung der Verklärten Nacht ist ohne unser Wissen erfolgt. Wir haben seinerzeit im Jahre 1932, wie dies mit Ihnen vereinbart worden war, sowohl der Ammre, wie der GDT mitgeteilt, dass Erstaufnahmen ohne Ihre Genehmigung nicht stattfinden dürfen. Wir haben auch die Bestätigung auf diese Schreiben in der Hand. Ausserdem haben wir beide Gesellschaften am 15. September 1932 ersucht, auch Ihnen das Verbot der Erstaufnahmen ohne Ihre Zustimmung zu bestätigen. Es liegt uns sehr daran, dass die Angelegenheiten, über die Sie Beschwerde führen, vollständig geklärt und zu Ihrer Zufriedenheit bereinigt werden. Wir zweifeln nicht, dass dies gelingen wird, wenn Sie Vertrauen zu uns haben und uns angeben, für auf welche Aufführungen sich Ihre Beschwerden beziehen. Sie müssen wissen, wie hoch wir Sie, hochverehrter Meister Schönberg, schätzen, und sollen das Gefühl haben, dass es Freunde sind, die Ihre Rechte verwalten. Es kann für uns nichts anderes Richtlinie sein, als Ihre Interessen wirksam zu vertreten und es ist selbstverständlich, dass Sie restlos jenen Ertrag aus Ihren Werken erhalten sollen, der Ihnen zusteht. Wenn Sie uns die erbetenen genaueren Angaben machen, bitten wir Sie, es uns zu überlassen, ob und in wie weit wir Ihre Mitteilungen an die AMP weitergeben; wir werden dabei nur in Ihrem Interesse handeln."
